,business_id,city,full_address,latitude,longitude,name,review_count,stars,state,type,Fast_Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian,Number_of_Checkins,Number_of_Tips,Number_of_Tip_Likes
11,QoDa50dc7g62xciFygXB9w,Pittsburgh,"2080 Greentree Rd Pittsburgh, PA 15220",40.3922071,-80.0691338,Greentree Animal Clinic,5,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12,1_lU0-eSWJCRvNGk78Zh9Q,Carnegie,"300 Beechwood Ave Carnegie Carnegie, PA 15106",40.4068423,-80.0858661,Carnegie Free Library,3,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
13,_qopVQ6_Mz6W7-Pmbi56GQ,Carnegie,"1011 Washington Ave Carnegie, PA 15106",40.3983526,-80.0824517,Advance Auto Parts,3,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
14,wJr6kSA5dchdgOdwH6dZ2w,Carnegie,"2100 Washington Pike Carnegie, PA 15106",40.3875124,-80.0932152,Kings Family Restaurant,8,3.5,PA,business,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
15,yXuao0pFz1AxB21vJjDf5w,Carnegie,"2100 Washington Pike Carnegie, PA 15106",40.3875124,-80.0932152,Shop N' Save,4,4.0,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
16,F04xyOUA2xnUoCiWpx9iJA,Carnegie,"Bower Hill Rd & Vanadium Rd Carnegie, PA 15106",40.36882468,-80.08435366,Rossi Tailoring & Cleaners,3,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Cdcus0NADzyY3XiJM2O5Sg,Carnegie,"1927 E Railroad St Carnegie, PA 15106",40.388284,-80.089241,Heidelberg B P,4,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18,fNGIbpazjTRdXgwRY_NIXA,Carnegie,"1201 Washington Ave Carnegie, PA 15106",40.3964688,-80.0849416,Rocky's Lounge,7,4.0,PA,business,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
19,b9WZJp5L1RZr4F1nxclOoQ,Carnegie,"1073 Washington Ave Carnegie, PA 15106",40.3980741,-80.0833859,Gab & Eat,58,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,2
20,zaXDakTd3RXyOa7sMrUE1g,Carnegie,"202 3rd Ave Carnegie Carnegie, PA 15106",40.404638,-80.089985,Barb's Country Junction Cafe,6,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
21,zgy27FSnvwdINfk5cXBIyQ,Carnegie,"520 North Bell Avenue Carnegie Carnegie, PA 15106",40.417419,-80.088557,Extended Stay America - Pittsburgh - Carnegie,7,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
22,WETE_LykpcnrC1sFcQ5EGg,Carnegie,"215 E Main St Carnegie Carnegie, PA 15106",40.40867,-80.085279,Paddy's Pour House,7,3.0,PA,business,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
23,6o3RK6rTcN3nw-j-r2nQmA,Carnegie,"231 E Main St Carnegie Carnegie, PA 15106",40.4088068,-80.0848871,Porto Fino Pizzaria & Gyro,4,2.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,woOVJ0Z2f6XNCDntHA3b_g,Carnegie,"117 E Mall Plz Carnegie Carnegie, PA 15106",40.4068712,-80.0876046,Alteration World,10,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,YX_cdwb0A62hdQRBiZJgtQ,Carnegie,"301 Noblestown Rd East Carnegie Carnegie, PA 15106",40.4165426,-80.0667012,Greentree Auto Body,3,2.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,rv7CY8G_XibTx82YhuqQRw,Carnegie,"Raceway Plz Carnegie, PA 15106",40.3868915,-80.0937037,Long John Silver's,5,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,e_U_FnpdKVgNb4mUN2cU_Q,Carnegie,"2323 Greentree Rd Carnegie, PA 15106",40.39076,-80.078657,"Weinberg Lisa, DMD",8,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SQ0j7bgSTazkVQlF5AnqyQ,Carnegie,"214 E Main St Carnegie Carnegie, PA 15106",40.4083473,-80.0849615,Don Don Chinese Restaurant,9,2.5,PA,business,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1
29,L0YSY79uzz_FIInvKmvyIw,Carnegie,"312 2nd Ave Carnegie Carnegie, PA 15106",40.4031063,-80.0904271,West Penn Dental Centers,4,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,wqu7ILomIOPSduRwoWp4AQ,Pittsburgh,"2180 Greentree Rd Pittsburgh, PA 15220",40.39114,-80.073788,Denny's,9,4.0,PA,business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0
31,1u2NauOy8xDj7aFQET680A,Carnegie,"100 Roessler Rd Carnegie, PA 15106",40.394305,-80.060154,Amerifit,6,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32,P1fJb2WQ1mXoiudj8UE44w,Carnegie,"200 E Main St Carnegie Carnegie, PA 15106",40.4081422,-80.0851737,Papa J's,64,3.5,PA,business,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14,0
33,8QlnAcjGE6dgfKTVoxrPvQ,Pittsburgh,"300 Davis Blvd Etna Pittsburgh, PA 15275",40.495167,-79.958717,Boston Market,3,2.5,PA,business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
34,t_gan0EXAw8csKIeFyazJw,Homestead,"820 Amity St Homestead Homestead, PA 15120",40.4067047,-79.9105266,Homestead Capri Pizza,3,3.5,PA,business,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
35,3gmBc0qN_LtGbZAjTtHWZg,Homestead,"270 W Bridge St Homestead Homestead, PA 15120",40.407091,-79.916958,Starbucks,20,3.5,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,0
36,sZ4uYs99km644ZMR1TO76A,Homestead,"3619 Main St Homestead, PA 15120",40.3846329,-79.9036345,Randy's Beer Barrel Pub,3,2.5,PA,business,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,yHTLTr-QN-loO_7XoxS8qg,Munhall,"660 Waterfront Dr E Homestead Munhall, PA 15120",40.4140637,-79.9037778,Michaels,8,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0
38,iQLLIdmJSt6LQHSjpZERLA,Homestead,"138 W Bridge St Homestead Homestead, PA 15120",40.4075854,-79.9163491,Yankee Candle Co.,3,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0
39,6ilJq_05xRgek_8qUp36-g,Munhall,"650 E  Waterfront Dr Homestead Munhall, PA 15120",40.413496,-79.9044562,Steak 'n Shake,48,2.0,PA,business,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,11,0
40,57HN9fGRar_GckBmgHgemA,Homestead,"280 Waterfront Dr E Homestead Homestead, PA 15120",40.4116978,-79.9124082,Filene's Basement,6,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,MKyk4F4HSzHF8v-4cYe3Ww,Homestead,"171 E Bridge St Homestead Homestead, PA 15120",40.4094353,-79.9152619,Sing Sing,30,3.5,PA,business,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0
42,0hrB2iwQZ52VZcZWYywXrA,Homestead,"101 E 7th Ave Homestead Homestead, PA 15120",40.40682,-79.912788,Joe Dilorio's Auto Body Shop,10,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,gClSqcwuLsgyZRCzhJc7Dg,Homestead,"690 Waterfront Dr E Homestead Homestead, PA 15120",40.4126484,-79.9016982,Lowe's Home Improvement,8,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,5,0
44,1qCuOcks5HRv67OHovAVpg,Homestead,"122 W 8th Ave Homestead Homestead, PA 15120",40.405311,-79.912595,Duke's Upper Deck Cafe,26,3.5,PA,business,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,0
45,sbW8qHJgzEIH42B0S-3New,Homestead,"180 E Waterfront Dr Homestead Homestead, PA 15120",40.4092932,-79.9141865,Dave & Buster's,85,2.5,PA,business,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,20,1
46,CgGT6sr4OCF2BHYngOIqlw,Homestead,"3804 Main St Homestead, PA 15120",40.383607,-79.904493,Paw's In the Family Pet Grooming,3,5.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,W7ysp8GLCBrs0GXIVwAcBQ,Homestead,"610 William Marks Way Homestead Homestead, PA 15120",40.4097098,-79.9017997,Wendy's,5,2.0,PA,business,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
48,#NAME?,Homestead,"2615 Main St Homestead, PA 15120",40.3925524,-79.9000102,Italian Village Pizza,4,2.5,PA,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,McikHxxEqZ2X0joaRNKlaw,Homestead,"171 E Bridge St Homestead Homestead, PA 15120",40.4094353,-79.9152619,Rock Bottom,124,3.5,PA,business,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,59,1
50,frIRW4BGhdAWbSsG5ev2ng,Homestead,"1415 West St Homestead Homestead, PA 15120",40.4023107,-79.9069188,Master Muffler & Brakes,3,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,tv8cS4aaA1VDaInYgggb6g,Homestead,"166 E Bridge St Homestead Homestead, PA 15120",40.4089836,-79.9148477,Improv Comedy Club,40,3.0,PA,business,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,12,1
52,eT5Ck7Gg1dBJobca9VFovw,Homestead,"420 Waterfront Dr E Homestead Homestead, PA 15120",40.4111498,-79.908469,Giant Eagle,31,3.5,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,11,0
53,HwwEfnZKLNOUoqfgcwAgcQ,Homestead,"100 W Bridge St Homestead Homestead, PA 15120",40.4040168,-79.918751,Barnes & Noble Booksellers,17,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,8,0
54,EoAY1JSVeJriBzId8lUQwQ,West Homestead,"244 W Bridge St Homestead West Homestead, PA 15120",40.4070709,-79.917508,Bar Louie,74,2.5,PA,business,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,25,0
55,uI0LvTXFACid1308KFO5ew,Homestead,"1000 Sandcastle Dr Hays Homestead, PA 15120",40.395691,-79.9337369,Sandcastle Water Park,16,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0
56,Y4CcDDyMoDpK7BbpKawWjw,Homestead,"401 E 8th Ave Homestead Homestead, PA 15120",40.4089932,-79.9073564,American Buyers Discount Mattress Store,3,5.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,RxKrw38oyeYszQ6guY5b1A,Homestead,"207 E 16th Ave Apt 1 Homestead Homestead, PA 15120",40.4027249,-79.904308,First Class Limousine Service,11,5.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,TfvWSIAMFZ9zI3y2-K6wOA,Munhall,"3360 Main St Munhall, PA 15120",40.3868368,-79.9029475,The Dragon Chinese Cuisine,5,3.5,PA,business,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
59,tU-YtoW339PXJmUGSix_AQ,Homestead,"185 Waterfront Dr W Homestead Homestead, PA 15120",40.41087432,-79.91554514,TGI Friday's,19,2.5,PA,business,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,11,0
60,6p9TlP2I8S4agxYMNFSDjg,Homestead,"205 East Waterfront Drive Homestead Homestead, PA 15120",40.410967,-79.9141364,Uno Pizzeria & Grill,41,3.0,PA,business,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,10,0
61,Eu3Iwje0YY8ectr-CxMgqg,Homestead,"The Waterfront Homestead Homestead, PA 15120",40.4107319,-79.9115741,Bath & Body Works,4,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
62,XhbC5Qj5nBcqcKLPRd8izQ,Homestead,"229 W Bridge St Homestead Homestead, PA 15120",40.4078303,-79.9177191,Victoria's Secret,3,2.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
63,FituZ4jYzRe41ac9uvcHaQ,Homestead,"126 West Bridge Street Homestead Homestead, PA 15120",40.407859,-79.916227,LOFT,3,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
64,JDDeaNfb0JXD1NbznSIC9g,West Homestead,"148 W Bridge St Homestead West Homestead, PA 15120",40.4073551,-79.9158429,P.F. Chang's China Bistro,82,3.0,PA,business,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,262,26,0
65,oPX8bpZ3dqviYQuic0Ahqw,Homestead,"112 W Bridge St Homestead Homestead, PA 15120",40.408145,-79.9160494,Gordon Shoes,6,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0
66,FiXamVMgMf9U0VqFHDZSEA,West Homestead,"210 W Bridge St Homestead West Homestead, PA 15120",40.407174,-79.916603,Panera Bread,22,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,0
67,LG_Dgv7u7P2ASDWU1RAyWQ,Homestead,"2114 West St Homestead Homestead, PA 15120",40.3973704,-79.903166,Munhall Veterinary Hospital,3,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,ISKLP0qxApATxRlUDob6Cg,Homestead,"360 Waterfront Dr E Homestead Homestead, PA 15120",40.4121132,-79.9113203,Target,21,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,9,0
69,DMy5IG-dNrH4ARk96KngEA,Homestead,"324 Amity St Homestead Homestead, PA 15120",40.40939,-79.91295,Men's Wearhouse,9,2.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
70,uLnDFdn011hEroQQMLmxNQ,Munhall,"3502 Main St Munhall, PA 15120",40.3857182,-79.9032997,The Pizza Company,8,3.5,PA,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,rdATJvFQK4C73NIQ3zoY3w,Homestead,"520 East Waterfront Drive Homestead Homestead, PA 15120",40.41158084,-79.90640055,DSW Designer Shoe Warehouse,5,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
72,g10zmpUzmMJOOIjj_JJPvg,Homestead,"490 Waterfront Dr E Homestead Homestead, PA 15120",40.41170617,-79.90593131,Bed Bath & Beyond,7,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0
73,eznh0XjVtv924K-KYx_ilQ,Homestead,"245 Waterfront Dr E Homestead Homestead, PA 15120",40.4113236,-79.9132525,Eat'n Park,43,3.0,PA,business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,13,0
74,LQFWH1AKJlXGmEBlIKsBCw,Homestead,"580 Waterfront Dr E Homestead Homestead, PA 15120",40.4119958,-79.9047005,TJ Maxx,6,4.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0
75,LO2CjrNL8DXkvm9uALgRjQ,Homestead,"460 Waterfront Dr E Homestead Homestead, PA 15120",40.4127917,-79.909169,Marshalls,9,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
76,usSROUMiAgPcxV3Ym0OxMQ,Pittsburgh/Waterfront,"185 W Waterfront Dr Homestead Pittsburgh/Waterfront, PA 15120",40.40887838,-79.91808943,Mitchell's Fish Market,99,3.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164,14,0
77,qfL7ZFkxqDZOPIaVVfT3Aw,Homestead,"560 E Waterfront Dr Homestead Homestead, PA 15120",40.412712,-79.906061,Old Navy,6,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0
78,GlYPVYSOVT7zn00Kk_Oz4g,Homestead,"The Waterfront 350 E Waterfront Dr Homestead Homestead, PA 15120",40.4138973,-79.9075963,Dick's Sporting Goods,7,3.0,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
79,WaHXyBwljbKNPmmJZn5j8Q,West Mifflin,"1886 Homeville Rd West Mifflin, PA 15122",40.3736775,-79.8737336,Shop 'n Save,3,3.0,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,bCw9HKDFLU_PppnNg-nIlw,West Mifflin,"1356 Hoffman Blvd West Mifflin, PA 15122",40.3823673,-79.868392,Giant Eagle,3,2.5,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
81,CL3tZqbYT7B5zgewKCS6-Q,West Mifflin,"Kennywood & Hoffman West Mifflin, PA 15122",40.3849854,-79.8626605,McDonald's,3,1.0,PA,business,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
82,u22QDAON1kk0wjoTliyftw,West Mifflin,"4426 Kennywood Blvd West Mifflin, PA 15122",40.389192,-79.868305,Latina Pizza,3,4.0,PA,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
83,4ykgzzzGEWjMD5lwk1-l9A,West Mifflin,"347 Lebanon Rd West Mifflin, PA 15122",40.3715391,-79.9264919,Big Bang Bicycles,16,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
84,53Yk2EODWnV9qHQECzeHVQ,West Mifflin,"1842 Homeville Rd West Mifflin, PA 15122",40.3736775,-79.8737336,Bellisario Pizza Shop,4,3.0,PA,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
85,iBZRphMDFcS2aMbawc1OvA,West Mifflin,"1822 Homeville Rd West Mifflin, PA 15122",40.3736775,-79.8737336,Hunan Wok Chinese Restaurant,4,5.0,PA,business,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,hnHt6EinzC-IX6y3GSF7jw,McKeesport,"927 5th Ave McKeesport, PA 15132",40.3520269,-79.8546832,Minerva Bakery,11,5.0,PA,business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
87,LiMXTPwanF3LkkKHklFCjw,Mc Kees Rocks,"342 Island Ave Mc Kees Rocks, PA 15136",40.468873,-80.0599791,Pierogies Plus,33,4.5,PA,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0
88,GJAv1nAfnHuab8oRyr8mXg,McKees Rocks,"301 Chartiers Ave McKees Rocks, PA 15136",40.4641404,-80.0579296,Eat'n Park Restaurant,4,4.0,PA,business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
89,r8BwdblCW-ZUES37BL0khw,McKees Rocks,"719 Broadway Ave McKees Rocks, PA 15136",40.472505,-80.074153,Broadway Brunch,17,4.5,PA,business,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,2,0
90,mIiHJkpK8nZvW_45LlhrbA,Mc Kees Rocks,"824 Chartiers Ave Mc Kees Rocks, PA 15136",40.4660133,-80.0653055,Pasquarelli's Pizza House,12,4.0,PA,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
